Sembol,Tarih,Fiyat (Son),Sinyal,Skor (Al),Skor (Sat),Elmas Formasyonu,AlphaTrend,MA,MACD,MACD_Signal,MACD_Positive,RSI,ADX,OBV_Diff,BB_Low,BB_Mavg,BB_High,BB_W,EMA20_gt_EMA50_gt_EMA200,Dipten Uzaklık (%),ATH'ye Uzaklık (%),ATH Breakout,ATH Dip Potansiyeli,Cup&Handle Formasyonu,Bull Flag Formasyonu,TOBO Formasyonu,Gelişmiş TOBO,EW_WaveType_1d,EW_CurrentWave_1d,EW_Phase_1d,EW_LastPivotTime_1d,EW_LastPivotPrice_1d,EW_WaveType_4h,EW_CurrentWave_4h,EW_Phase_4h,EW_LastPivotTime_4h,EW_LastPivotPrice_4h,EW_Direction_1d,EW_AsOf_1d,EW_Direction_4h,EW_AsOf_4h,EMA5_137 Sinyal,EMA5_137 Sinyal_Numeric,EMA3_199 Sinyal,EMA3_199 Sinyal_Numeric,EMA3_200 Sinyal,EMA3_200 Sinyal_Numeric,SMA5_137_15m_Sinyal,SMA5_137_15m_Sinyal_Numeric,SMA5_137_15m_Sinyal_Filt,SMA5_137_15m_Sinyal_Filt_Numeric,SMA5_137_15m_CrossTime,SMA5_137_15m_BarsSinceCross,SMA5_137_1h_Sinyal,SMA5_137_1h_Sinyal_Numeric,SMA5_137_1h_Sinyal_Filt,SMA5_137_1h_Sinyal_Filt_Numeric,SMA5_137_1h_CrossTime,SMA5_137_1h_BarsSinceCross,SMA5_137_4h_Sinyal,SMA5_137_4h_Sinyal_Numeric,SMA5_137_4h_Sinyal_Filt,SMA5_137_4h_Sinyal_Filt_Numeric,SMA5_137_4h_CrossTime,SMA5_137_4h_BarsSinceCross,SMA5_137_1d_Sinyal,SMA5_137_1d_Sinyal_Numeric,SMA5_137_1d_Sinyal_Filt,SMA5_137_1d_Sinyal_Filt_Numeric,SMA5_137_1d_CrossTime,SMA5_137_1d_BarsSinceCross,CandleGoldenCross_Over,Confirmed_BUY,Confirmed_SELL,CandleGoldenCross_Over_Confirmed_BUY,Confirmed_SELL_CandleCrossUnder,STOP Fiyat,TP Fiyat,Haftalık Değişim (%),Aylık Değişim (%),Ortalama Hacim (TL),F/K,PD/DD,Yorumlar,PUANLAMA_V4,TP Oran (%),Sinyal_Sort,VolumeDeltaUp_Sort,Formasyon_Sort,FormasyonTazeKirilim,BONUS_SCORE,DipSkor,ATHSkor,OBVSkor,TazeSkor,FinalSkorEx,__FDTT_NET_TL,__FDTT_ADV7_TL,KURUM_FDTT_SINYAL,__AKD_1D_NET_TL_NORM_ND,__AKD_3D_NET_TL_NORM_ND,KURUM_AKD_SINYAL,__AKD_PUAN,__FDTT_PUAN,__KURUM_PUAN,AL_VETO_SHOCK,__TURNOVER_1D,__TURNOVER_3D,__FF_MCAP,AKD_NOTE,GUNLUK_FARK,__FDTT_NET_PP,__FDTT_NET_TL_NORM,__AKD_RECENCY_COMBO,KURUM_AKD_SKOR,FinalSkorPlus
ANELE,2025-12-16,15.89,-50,0,4,0,15.76,16.03,-0.02,-0.00,0,46.30,24.91,413896.00,15.48,16.00,16.52,6.50,0,16.41,37.88,0,100,0,0,1,0,ImpulseUp,4,Orta,2025-11-18 00:00,17.06,ImpulseDown,2,Başlangıç,2025-12-09 04:00,15.86,up,2025-12-16 00:00,down,2025-12-16 12:00,-,0,-,0,-,0,-,0,SAT,-50,2025-12-11 11:30,112,-,0,SAT,-50,2025-12-15 11:30,12,-,0,AL,50,2025-12-02 04:00,32,-,0,SAT,-50,2025-10-02 00:00,53,0,0,0,0,0,15.18,16.60,-1.61,0.00,15018935,15.732674,1.49,"ATR Oranı düşük (2.98%) | Gelişmiş TOBO formasyonu | ATR STOP: 15.18, TP: 16.6 | 1H:%-1.61 | 1A:%0.0",3,4.47,0,0,1,0,0,-16.41,-37.88,413896.00,0,-6.59,114444602.98,12896166.00,True,0.09,0.01,True,2.00,3.00,2.00,False,0.01,0.06,714651923.72,AKD pozitif (1g norm),0.06,16.01,8.87,0.07,45.00,38.41
ANGEN,2025-12-16,11.60,0,0,0,0,11.88,11.63,-0.04,-0.08,1,48.63,30.26,-1675043.00,11.16,11.55,11.94,6.81,0,18.97,24.63,0,100,1,0,0,0,ImpulseDown,5,Orta,2025-12-03 00:00,12.32,ImpulseUp,4,Başlangıç,2025-12-12 04:00,12.07,down,2025-12-16 00:00,up,2025-12-16 12:00,-,0,-,0,-,0,-,0,SAT,-50,2025-12-16 10:00,19,-,0,AL,50,2025-12-09 08:30,51,-,0,SAT,-50,2025-12-15 12:00,3,-,0,AL,50,2025-12-08 00:00,6,0,0,0,0,0,11.03,12.17,0.00,-6.53,33958723,0,1.52,"ATR Oranı düşük (3.26%) | Gelişmiş Cup & Handle | ATR STOP: 11.03, TP: 12.17 | 1H:%0.0 | 1A:%-6.53",4,4.91,0,0,1,0,0,-18.97,-24.63,-1675043.00,0,-4.72,257722552.60,21388156.14,True,0.01,0.00,False,0.00,3.00,1.00,False,0.02,0.07,904391100.00,AKD nötr/negatif,-0.51,28.50,12.05,0.01,16.00,11.28
ANHYT,2025-12-16,101.10,50,4,0,0,99.07,99.15,1.24,0.61,1,57.18,22.95,-868686.00,93.02,98.10,103.17,10.35,1,42.39,4.89,0,0,1,0,0,0,ImpulseUp,5,Orta,2025-11-21 00:00,94.00,ImpulseUp,5,Orta,2025-12-16 08:00,99.3,up,2025-12-16 00:00,up,2025-12-16 12:00,-,0,-,0,-,0,-,0,SAT,-50,2025-12-16 14:30,1,-,0,AL,50,2025-12-03 09:30,86,-,0,AL,50,2025-12-02 04:00,32,-,0,AL,50,2025-09-16 00:00,65,0,1,0,0,0,96.97,105.23,0.10,4.07,74164470,8.07508,3.71,"EMA20 > EMA50 > EMA200 (Güçlü trend) | ATR Oranı düşük (2.73%) | Gelişmiş Cup & Handle | ATR STOP: 96.97, TP: 105.23 | 1H:%0.1 | 1A:%4.07 | Confirmed BUY (alphaTrend teyidi)",5,4.09,2,0,1,0,0,-42.39,-4.89,-868686.00,0,-19.49,706161159.99,80280045.71,True,0.03,-0.01,False,0.00,3.00,1.00,False,0.01,0.03,6549721442.40,AKD nötr/negatif,-0.49,10.78,8.80,0.02,28.00,8.51
ARASE,2025-12-16,62.05,0,0,0,0,61.04,61.67,1.21,1.22,0,53.88,27.71,-610697.00,59.16,62.10,65.03,9.45,1,67.39,5.48,0,0,1,0,1,0,ImpulseUp,2,Düşüş Başlangıcı,2025-09-23 00:00,59.25,ImpulseUp,2,Düşüş Başlangıcı,2025-12-04 04:00,62.9,up,2025-12-16 00:00,up,2025-12-16 12:00,-,0,-,0,-,0,-,0,SAT,-50,2025-12-16 12:15,10,-,0,AL,50,2025-12-08 09:30,59,-,0,AL,50,2025-10-30 08:00,100,-,0,-,0,,,0,1,0,0,0,58.90,65.20,-0.80,4.02,35551793,23.95753,0.84,"EMA20 > EMA50 > EMA200 (Güçlü trend) | ATR Oranı düşük (3.39%) | Gelişmiş TOBO formasyonu | Gelişmiş Cup & Handle | ATR STOP: 58.9, TP: 65.2 | 1H:%-0.8 | 1A:%4.02 | Confirmed BUY (alphaTrend teyidi)",4,5.08,0,0,1,0,0,-67.39,-5.48,-610697.00,0,-48.21,1420549598.09,27430676.00,True,0.04,-0.01,False,0.00,3.00,1.00,False,0.01,0.05,2709658781.85,AKD nötr/negatif,-3.20,52.43,51.79,0.02,16.00,-32.21
ARDYZ,2025-12-16,37.90,50,4,0,0,35.67,34.49,2.61,2.36,1,67.30,38.84,-6331026.00,27.14,33.89,40.64,39.83,1,56.93,10.59,0,0,0,0,0,0,ImpulseUp,2,Düşüş Başlangıcı,2025-10-08 00:00,27.67,ImpulseUp,3,Başlangıç,2025-12-08 04:00,35.38,up,2025-12-16 00:00,up,2025-12-16 12:00,-,0,-,0,-,0,-,0,AL,50,2025-12-11 12:15,109,-,0,AL,50,2025-11-17 09:30,194,-,0,AL,50,2025-11-14 04:00,68,-,0,AL,50,2025-11-19 00:00,19,0,1,0,0,0,34.95,40.85,3.21,32.80,421576050,13.933824,1.71,"EMA20 > EMA50 > EMA200 (Güçlü trend) | ATR Oranı düşük (5.19%) | ATR STOP: 34.95, TP: 40.85 | 1H:%3.21 | 1A:%32.8 | Confirmed BUY (alphaTrend teyidi)",6,7.78,2,0,0,0,0,-56.93,-10.59,-6331026.00,0,-33.57,-775194318.89,386400722.14,False,-0.02,0.03,False,0.00,-3.00,-1.00,False,0.05,0.18,4823105563.80,AKD nötr/negatif,-1.92,-16.07,-2.01,-0.00,-3.00,-36.57
ARENA,2025-12-16,27.14,0,0,0,0,27.60,27.71,-0.08,-0.28,1,45.29,19.71,-734179.00,25.59,27.27,28.95,12.32,0,3.75,48.60,0,100,1,0,0,0,ImpulseUp,2,Başlangıç,2025-11-03 00:00,31.92,ImpulseDown,2,Yükseliş Başlangıcı,2025-12-03 12:00,26.48,up,2025-12-16 00:00,down,2025-12-16 12:00,-,0,-,0,-,0,-,0,SAT,-50,2025-12-15 07:15,63,-,0,SAT,-50,2025-12-16 13:30,1,-,0,SAT,-50,2025-12-15 12:00,3,-,0,SAT,-50,2025-08-11 00:00,91,0,0,0,0,0,25.54,28.74,-4.57,-0.73,25769720,0,1.10,"ATR Oranı düşük (3.93%) | Gelişmiş Cup & Handle | ATR STOP: 25.54, TP: 28.74 | 1H:%-4.57 | 1A:%-0.73",2,5.90,0,0,1,0,0,-3.75,-48.60,-734179.00,0,-1.33,-202162713.40,36955811.29,False,0.03,-0.00,False,0.00,-3.00,-1.00,False,0.01,0.05,1365722090.36,AKD nötr/negatif,-3.07,-14.80,-5.47,0.02,-14.00,-15.33
ARMGD,2025-12-16,65.60,50,4,0,0,59.07,48.60,5.98,3.12,1,92.22,51.35,8667835.00,29.91,46.21,62.51,70.55,1,118.96,0.00,100,0,1,0,0,0,ImpulseUp,2,Düşüş Başlangıcı,2025-09-02 00:00,35.42,ImpulseUp,3,Başlangıç,2025-11-28 04:00,39.62,up,2025-12-16 00:00,up,2025-12-16 12:00,-,0,-,0,-,0,-,0,AL,50,2025-12-08 07:00,229,-,0,AL,50,2025-11-17 14:30,189,-,0,AL,50,2025-10-10 04:00,139,-,0,AL,50,2025-09-17 00:00,63,0,1,0,0,0,60.94,70.26,25.55,75.59,197982492,29.285713,3.02,"EMA20 > EMA50 > EMA200 (Güçlü trend) | ATH Breakout! (uzaklık %0.0) | ATR Oranı düşük (4.73%) | Gelişmiş Cup & Handle | ATR STOP: 60.94, TP: 70.26 | 1H:%25.55 | 1A:%75.59 | Confirmed BUY (alphaTrend teyidi) | Volume Delta pozitif",10,7.10,2,1,1,0,0,-118.96,-0.00,8667835.00,0,-71.86,389256695.97,261388675.43,True,0.01,0.01,False,0.00,3.00,1.00,False,0.19,0.63,2930874044.80,AKD nötr/negatif,3.55,13.28,1.49,0.01,20.00,-51.86
ARSAN,2025-12-16,3.34,50,4,0,0,3.09,3.11,0.10,0.06,1,62.49,35.64,-78504079.00,2.69,3.05,3.40,23.30,1,57.64,0.30,100,0,0,0,0,0,ImpulseUp,2,Düşüş Başlangıcı,2025-09-23 00:00,3.20,ImpulseUp,3,Başlangıç,2025-12-09 04:00,3.12,up,2025-12-16 00:00,up,2025-12-16 12:00,-,0,-,0,-,0,-,0,AL,50,2025-12-15 12:30,42,-,0,AL,50,2025-12-03 09:30,86,-,0,AL,50,2025-12-02 04:00,32,-,0,AL,50,2025-07-17 00:00,108,0,0,0,0,0,3.10,3.58,0.60,9.51,91301227,0,0.62,"EMA20 > EMA50 > EMA200 (Güçlü trend) | ATH Breakout! (uzaklık %0.3) | ATR Oranı düşük (4.75%) | ATR STOP: 3.1, TP: 3.58 | 1H:%0.6 | 1A:%9.51 | Volume Delta pozitif",6,7.19,2,1,0,0,0,-57.64,-0.30,-78504079.00,0,-33.52,1635636619.47,241884638.43,True,-0.07,-0.03,False,-2.00,3.00,0.00,False,0.13,0.27,2087017547.02,AKD nötr/negatif,-0.30,78.37,6.76,-0.06,20.00,-13.52
ARTMS,2025-12-16,40.24,0,0,0,0,42.17,41.56,-0.64,-0.88,1,43.92,14.25,-922609.00,38.00,40.98,43.95,14.52,0,55.49,28.65,0,100,0,0,1,0,ImpulseDown,3,Düşüş Başlangıcı,2025-11-25 00:00,45.18,ImpulseDown,2,Orta,2025-11-21 04:00,39.24,down,2025-12-16 00:00,down,2025-12-16 12:00,-,0,-,0,-,0,-,0,SAT,-50,2025-12-11 09:00,122,-,0,SAT,-50,2025-12-15 10:30,13,-,0,SAT,-50,2025-11-12 04:00,74,-,0,AL,50,2025-07-22 00:00,104,0,0,0,0,0,36.65,43.83,-5.72,-2.61,69992583,10.187342,1.27,"ATR Oranı düşük (5.96%) | Gelişmiş TOBO formasyonu | ATR STOP: 36.65, TP: 43.83 | 1H:%-5.72 | 1A:%-2.61",2,8.92,0,0,1,0,0,-55.49,-28.65,-922609.00,0,-49.43,-215253884.85,63045989.57,False,-0.02,-0.02,False,0.00,-3.00,-1.00,False,0.05,0.14,798088893.52,AKD nötr/negatif,-0.89,-26.97,-3.41,-0.02,-15.00,-64.43
ASGYO,2025-12-16,10.57,0,0,0,0,10.89,10.82,-0.16,-0.18,1,37.51,17.70,-1459677.00,10.45,10.78,11.11,6.13,0,5.17,24.88,0,100,0,0,0,0,ImpulseDown,2,Başlangıç,2025-09-15 00:00,12.01,None,-,Orta,,,down,2025-12-16 00:00,,,-,0,-,0,-,0,-,0,SAT,-50,2025-12-11 08:00,126,-,0,-,0,,,-,0,-,0,,,-,0,SAT,-50,2025-11-10 00:00,26,0,0,0,0,0,10.23,10.91,-2.13,-6.95,22582978,0,0.41,"ATR Oranı düşük (2.15%) | ATR STOP: 10.23, TP: 10.91 | 1H:%-2.13 | 1A:%-6.95",1,3.22,0,0,0,0,0,-5.17,-24.88,-1459677.00,0,-2.82,918618321.89,18827265.57,True,-0.03,-0.07,False,-2.00,3.00,0.00,False,0.01,0.03,1610606973.85,AKD nötr/negatif,-1.12,57.04,48.79,-0.04,13.00,10.18
ASUZU,2025-12-16,55.00,0,0,0,0,55.74,54.86,-0.05,-0.33,1,50.19,13.99,-415199.00,52.14,54.64,57.13,9.12,0,7.84,18.50,0,0,1,0,0,0,ImpulseUp,5,Orta,2025-12-01 00:00,52.95,ImpulseUp,5,Yükseliş Başlangıcı,2025-12-16 08:00,54.7,up,2025-12-16 00:00,up,2025-12-16 12:00,-,0,-,0,-,0,-,0,SAT,-50,2025-12-16 08:00,27,-,0,AL,50,2025-12-08 07:30,61,-,0,AL,50,2025-12-11 08:00,10,-,0,SAT,-50,2025-10-01 00:00,54,0,0,0,0,0,52.86,57.14,0.82,0.64,43870875,44.35484,1.04,"ATR Oranı düşük (2.59%) | Gelişmiş Cup & Handle | ATR STOP: 52.86, TP: 57.14 | 1H:%0.82 | 1A:%0.64",2,3.89,0,0,1,0,0,-7.84,-18.50,-415199.00,0,1.09,177365030.72,23345203.43,True,0.09,-0.03,True,2.00,3.00,2.00,False,0.01,0.03,2002388190.00,AKD pozitif (1g norm),-1.43,8.86,7.60,0.06,39.00,40.09
ATAGY,2025-12-16,13.89,100,3,0,0,14.15,13.84,-0.06,-0.09,1,50.36,9.68,284365.00,12.91,13.87,14.83,13.83,0,41.73,11.25,0,0,1,0,0,0,ImpulseDown,3,Orta,2025-10-30 00:00,14.70,ImpulseUp,3,Başlangıç,2025-12-12 04:00,13.6,down,2025-12-16 00:00,up,2025-12-16 12:00,-,0,-,0,-,0,-,0,AL,50,2025-12-16 13:45,4,-,0,AL,50,2025-12-16 12:30,2,-,0,SAT,-50,2025-11-24 12:00,48,-,0,AL,50,2025-07-08 00:00,114,0,0,0,0,0,13.18,14.60,1.09,-0.79,5450702,16.939026,0.93,"ATR Oranı düşük (3.4%) | Gelişmiş Cup & Handle | ATR STOP: 13.18, TP: 14.6 | 1H:%1.09 | 1A:%-0.79",3,5.11,1,0,1,0,0,-41.73,-11.25,284365.00,0,-26.65,51694385.23,2961972.71,True,0.04,-0.00,False,0.00,3.00,1.00,False,0.01,0.03,391992704.13,AKD nötr/negatif,1.02,13.19,17.45,0.03,15.00,-11.65
ATAKP,2025-12-16,53.05,50,4,0,0,52.86,52.84,0.21,0.16,1,51.85,13.55,-478729.00,50.74,52.59,54.43,7.01,1,49.77,5.94,0,0,1,0,0,0,ImpulseDown,2,Orta,2025-10-17 00:00,49.66,None,-,Orta,,,down,2025-12-16 00:00,,,-,0,-,0,-,0,-,0,SAT,-50,2025-12-16 12:30,9,-,0,-,0,,,-,0,-,0,,,-,0,-,0,,,0,0,0,0,0,50.63,55.47,-1.58,3.01,26013808,35.366665,1.27,"EMA20 > EMA50 > EMA200 (Güçlü trend) | ATR Oranı düşük (3.04%) | Gelişmiş Cup & Handle | ATR STOP: 50.63, TP: 55.47 | 1H:%-1.58 | 1A:%3.01",3,4.56,2,0,1,0,0,-49.77,-5.94,-478729.00,0,-34.42,1340659591.55,30563656.43,True,0.02,0.02,False,0.00,3.00,1.00,False,0.02,0.06,1496928454.65,AKD nötr/negatif,-0.47,89.56,43.86,0.02,19.00,-15.42
ATATP,2025-12-16,134.90,-50,0,4,0,145.04,147.40,-2.49,0.51,0,37.82,22.60,-976565.00,132.75,152.26,171.77,25.62,1,82.05,23.83,0,100,0,0,1,0,ImpulseDown,2,Orta,2025-09-08 00:00,124.00,ImpulseDown,5,Düşüş Başlangıcı,2025-12-04 04:00,167.3,down,2025-12-16 00:00,down,2025-12-16 12:00,-,0,-,0,-,0,-,0,SAT,-50,2025-12-08 07:45,226,-,0,SAT,-50,2025-12-05 08:30,69,-,0,SAT,-50,2025-12-11 12:00,9,-,0,AL,50,2025-07-31 00:00,98,0,0,1,0,0,123.88,145.92,-7.73,-15.90,230139718,7.6822324,3.24,"EMA20 > EMA50 > EMA200 (Güçlü trend) | ATR Oranı düşük (5.45%) | Gelişmiş TOBO formasyonu | ATR STOP: 123.88, TP: 145.92 | 1H:%-7.73 | 1A:%-15.9 | Confirmed SELL (alphaTrend teyidi)",1,8.17,0,0,1,0,0,-82.05,-23.83,-976565.00,0,-79.07,928010298.02,183204852.43,True,-0.02,-0.07,False,0.00,3.00,1.00,False,0.05,0.18,2467227379.40,AKD nötr/negatif,-1.75,37.61,5.07,-0.04,16.00,-63.07
AVOD,2025-12-16,3.63,0,0,0,0,3.71,3.66,-0.14,-0.17,1,45.10,19.79,3331019.00,3.39,3.62,3.85,12.70,0,57.14,37.20,0,100,0,0,0,0,ImpulseDown,2,Başlangıç,2025-09-15 00:00,3.45,ImpulseUp,2,Düşüş Başlangıcı,2025-12-09 04:00,3.6,down,2025-12-16 00:00,up,2025-12-16 12:00,-,0,-,0,-,0,-,0,AL,50,2025-12-16 11:30,13,-,0,AL,50,2025-12-16 13:30,1,-,0,SAT,-50,2025-11-07 08:00,82,-,0,SAT,-50,2025-11-28 00:00,12,0,0,0,0,0,3.35,3.91,6.14,-10.15,8835770,0,0.83,"ATR Oranı düşük (5.18%) | ATR STOP: 3.35, TP: 3.91 | 1H:%6.14 | 1A:%-10.15",4,7.71,0,0,0,0,0,-57.14,-37.20,3331019.00,0,-42.10,248155598.53,6634705.86,True,0.02,0.04,False,0.00,3.00,1.00,False,0.01,0.03,909320964.09,AKD nötr/negatif,3.13,27.29,37.40,0.02,16.00,-26.10
AVPGY,2025-12-16,54.00,-50,0,4,0,55.42,54.43,-0.62,-0.58,0,44.97,11.85,827904.00,52.75,54.34,55.93,5.85,0,12.92,18.67,0,0,0,0,0,0,ImpulseDown,5,Orta,2025-12-02 00:00,57.35,ImpulseDown,5,Başlangıç,2025-12-16 08:00,54.5,down,2025-12-16 00:00,down,2025-12-16 12:00,-,0,-,0,-,0,-,0,AL,50,2025-12-16 07:45,28,-,0,SAT,-50,2025-12-08 11:30,57,-,0,SAT,-50,2025-10-14 04:00,133,-,0,SAT,-50,2025-11-06 00:00,28,0,0,0,0,0,51.92,56.08,0.93,0.56,42769609,0,0.55,"ATR Oranı düşük (2.56%) | ATR STOP: 51.92, TP: 56.08 | 1H:%0.93 | 1A:%0.56",2,3.85,0,0,0,0,0,-12.92,-18.67,827904.00,0,-2.99,1385957095.88,78154244.43,True,0.08,-0.04,True,2.00,3.00,2.00,False,0.01,0.03,4770031950.00,AKD pozitif (1g norm),0.84,29.06,17.73,0.05,41.00,38.01
AYDEM,2025-12-16,19.75,0,0,0,0,19.40,19.47,0.33,0.30,1,55.05,23.06,-2659812.00,18.13,19.36,20.59,12.70,0,25.88,19.65,0,0,0,0,0,0,ImpulseUp,2,Düşüş Başlangıcı,2025-09-24 00:00,20.36,ImpulseUp,3,Yükseliş Başlangıcı,2025-12-05 12:00,19.59,up,2025-12-16 00:00,up,2025-12-16 12:00,-,0,-,0,-,0,-,0,SAT,-50,2025-12-16 08:45,24,-,0,AL,50,2025-12-01 10:30,103,-,0,AL,50,2025-12-01 08:00,34,-,0,AL,50,2025-10-24 00:00,37,0,0,0,0,0,18.85,20.65,-0.30,5.61,69516696,0,0.50,"ATR Oranı düşük (3.04%) | ATR STOP: 18.85, TP: 20.65 | 1H:%-0.3 | 1A:%5.61",0,4.56,0,0,0,0,0,-25.88,-19.65,-2659812.00,0,-27.36,-641863391.02,98549333.29,False,-0.04,-0.00,False,0.00,-3.00,-1.00,False,0.02,0.07,2566504797.50,AKD nötr/negatif,-2.13,-25.01,-6.51,-0.03,0.00,-27.36
AYEN,2025-12-16,25.38,0,0,0,0,25.87,25.61,-0.23,-0.33,1,45.72,13.66,-471599.00,24.56,25.49,26.43,7.33,0,15.89,19.40,0,0,0,0,0,0,ImpulseDown,5,Orta,2025-12-15 00:00,26.56,ImpulseUp,5,Yükseliş Başlangıcı,2025-12-16 08:00,25.28,down,2025-12-16 00:00,up,2025-12-16 12:00,-,0,-,0,-,0,-,0,SAT,-50,2025-12-16 08:00,27,-,0,AL,50,2025-12-11 10:30,31,-,0,SAT,-50,2025-11-10 04:00,80,-,0,SAT,-50,2025-11-13 00:00,23,0,0,0,0,0,24.12,26.64,0.32,-0.78,18470816,0,0.43,"ATR Oranı düşük (3.31%) | ATR STOP: 24.12, TP: 26.64 | 1H:%0.32 | 1A:%-0.78",1,4.96,0,0,0,0,0,-15.89,-19.40,-471599.00,0,-11.21,38602006.52,24056657.43,True,-0.04,-0.01,False,0.00,3.00,1.00,False,0.01,0.08,1192603662.00,AKD nötr/negatif,-0.78,3.24,1.60,-0.03,13.00,1.79
AYGAZ,2025-12-16,210.00,-50,0,4,0,209.10,210.54,3.08,3.72,0,52.42,11.45,-230856.00,207.33,212.42,217.51,4.79,1,73.70,3.54,0,0,1,0,0,0,ImpulseUp,2,Düşüş Başlangıcı,2025-11-10 00:00,203.80,ImpulseDown,2,Orta,2025-12-04 12:00,205.8,up,2025-12-16 00:00,down,2025-12-16 12:00,-,0,-,0,-,0,-,0,SAT,-50,2025-12-16 07:00,31,-,0,AL,50,2025-12-09 11:30,48,-,0,AL,50,2025-07-01 08:00,354,-,0,AL,50,2025-07-10 00:00,112,0,1,0,0,0,201.96,218.04,-2.01,0.38,69823325,14.84099,0.72,"EMA20 > EMA50 > EMA200 (Güçlü trend) | ATR Oranı düşük (2.55%) | Gelişmiş Cup & Handle | ATR STOP: 201.96, TP: 218.04 | 1H:%-2.01 | 1A:%0.38 | Confirmed BUY (alphaTrend teyidi)",2,3.83,0,0,1,0,0,-73.70,-3.54,-230856.00,0,-61.56,3520345211.88,70839934.43,True,0.06,0.01,True,2.00,3.00,2.00,False,0.00,0.03,11154321360.00,AKD pozitif (1g norm),-2.19,31.56,49.69,0.04,33.00,-28.56
AZTEK,2025-12-16,4.39,-50,0,4,0,4.55,4.53,-0.12,-0.12,0,43.52,12.66,-5082561.00,4.09,4.53,4.96,19.39,0,22.63,28.96,0,100,0,0,0,0,ImpulseDown,5,Düşüş Başlangıcı,2025-12-01 00:00,5.26,ImpulseDown,3,Düşüş Başlangıcı,2025-12-09 12:00,4.52,down,2025-12-16 00:00,down,2025-12-16 12:00,-,0,-,0,-,0,-,0,SAT,-50,2025-12-16 09:15,22,-,0,SAT,-50,2025-12-03 06:30,89,-,0,SAT,-50,2025-11-10 04:00,80,-,0,SAT,-50,2025-12-08 00:00,6,0,0,0,0,0,4.08,4.70,0.00,-3.52,89324406,439.0,2.05,"ATR Oranı düşük (4.77%) | ATR STOP: 4.08, TP: 4.7 | 1H:%0.0 | 1A:%-3.52",2,7.06,0,0,0,0,0,-22.63,-28.96,-5082561.00,0,-18.73,1759698964.36,36142510.86,True,-0.00,0.01,False,0.00,3.00,1.00,False,0.02,0.06,1121603343.29,AKD nötr/negatif,-0.23,156.89,48.69,-0.00,13.00,-5.73
BAGFS,2025-12-16,27.02,0,0,0,0,27.92,27.97,-0.94,-1.16,1,37.12,14.90,-576022.00,25.92,27.69,29.45,12.76,0,52.23,32.28,0,100,1,0,0,0,ImpulseDown,5,Düşüş Başlangıcı,2025-10-28 00:00,35.98,ImpulseDown,3,Orta,2025-12-10 04:00,27.98,down,2025-12-16 00:00,down,2025-12-16 12:00,-,0,-,0,-,0,-,0,SAT,-50,2025-12-15 10:15,51,-,0,SAT,-50,2025-11-10 13:30,235,-,0,SAT,-50,2025-11-04 12:00,90,-,0,SAT,-50,2025-11-12 00:00,24,0,0,0,0,0,25.74,28.30,-0.88,-7.34,31643348,0,0.53,"ATR Oranı düşük (3.16%) | Gelişmiş Cup & Handle | ATR STOP: 25.74, TP: 28.3 | 1H:%-0.88 | 1A:%-7.34",2,4.74,0,0,1,0,0,-52.23,-32.28,-576022.00,0,-46.30,807719690.21,19005825.00,True,-0.05,-0.00,False,0.00,3.00,1.00,False,0.01,0.02,2232634877.48,AKD nötr/negatif,-1.31,36.18,42.50,-0.04,13.00,-33.30
BAHKM,2025-12-16,56.95,0,0,0,0,55.52,56.52,0.24,1.26,0,50.86,25.87,1878472.00,50.66,57.64,64.62,24.23,1,40.90,13.97,0,0,1,0,0,0,ImpulseDown,4,Başlangıç,2025-11-18 00:00,46.74,ImpulseUp,2,Başlangıç,2025-12-10 04:00,68.75,down,2025-12-16 00:00,up,2025-12-16 12:00,-,0,-,0,-,0,-,0,AL,50,2025-12-16 07:45,28,-,0,SAT,-50,2025-12-11 07:30,34,-,0,SAT,-50,2025-12-12 04:00,8,-,0,AL,50,2025-11-21 00:00,17,0,0,0,0,0,49.37,64.53,-1.73,19.09,183731876,0,2.33,"EMA20 > EMA50 > EMA200 (Güçlü trend) | ATR Oranı yüksek (8.87%) | Gelişmiş Cup & Handle | ATR STOP: 49.37, TP: 64.53 | 1H:%-1.73 | 1A:%19.09",4,13.31,0,0,1,0,0,-40.90,-13.97,1878472.00,0,-21.59,1396882667.93,91896449.00,True,0.06,-0.00,True,0.00,3.00,1.00,False,0.09,0.32,1119271665.75,AKD pozitif (1g norm),9.94,124.80,15.20,0.04,30.00,8.41
